"Ibis, Straw-Necked",,,,,,,,,,,,,,,,,,,1,1,,,,,0,2,,,,,0,5,,,,,0,8,,,,,0,10,,,,
Date,DayNumber,SolarDayNumber,Strike,DayofYearSin,DayofYearCos,Prev5DaysRain,Rain,Temperature,AirfieldHarassments,Species,ProximityCount,NormalisedProximityCount,ProximityLikelihood,DayofYearSinLikelihood,AllCount,AllHarassed,AllObserved,AllHarassments,1_Proximity,1_Count,1_Harassed,1_Observed,1_SpeciesHarassments,1_Harassments,2_Proximity,2_Count,2_Harassed,2_Observed,2_SpeciesHarassments,2_Harassments,5_Proximity,5_Count,5_Harassed,5_Observed,5_SpeciesHarassments,5_Harassments,8_Proximity,8_Count,8_Harassed,8_Observed,8_SpeciesHarassments,8_Harassments,10_Proximity,10_Count,10_Harassed,10_Observed,10_SpeciesHarassments,10_Harassments
04/03/2019,673,307,0,-0.840618406,0.541627821,3.4,0,25.1,2,"Ibis, Straw-Necked",46,0.075907591,0.154352167,0.307655722,49,27,76,2,1,19,27,46,2,9,2,0,0,0,0,0,5,0,0,0,0,0,8,30,0,30,0,0,10,0,0,0,0,0
05/03/2019,674,308,0,-0.831170626,0.556017437,3.2,0,25.55,1,"Ibis, Straw-Necked",7,0.011551155,0.158732961,0.301337844,0,7,7,1,1,0,7,7,1,7,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
06/03/2019,675,309,0,-0.821476553,0.570242293,4.2,1,22,0,"Ibis, Straw-Necked",13,0.021452145,0.162977389,0.294929491,48,0,48,20,1,13,0,13,0,2,2,4,0,4,0,0,5,20,0,20,0,0,8,5,0,5,0,0,10,6,0,6,0,0
07/03/2019,676,310,0,-0.811539059,0.584298174,2,0,28.25,1,"Ibis, Straw-Necked",43,0.070957096,0.16706803,0.288438258,17,30,47,1,1,13,30,43,1,6,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,4,0,4,0,0
08/03/2019,677,311,0,-0.801361088,0.598180914,1.8,0.8,26.4,1,"Ibis, Straw-Necked",21,0.034653465,0.170987756,0.281871837,11,20,31,11,1,1,20,21,1,7,2,0,0,0,0,0,5,10,0,10,0,0,8,0,0,0,0,0,10,0,0,0,0,0
09/03/2019,678,312,0,-0.790945657,0.611886401,2.8,1,24,2,"Ibis, Straw-Necked",53,0.087458746,0.174719861,0.275238013,0,53,53,2,1,0,53,53,2,8,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
10/03/2019,679,313,0,-0.780295851,0.625410573,2.8,0,23,3,"Ibis, Straw-Necked",70,0.115511551,0.178248168,0.268544646,0,70,70,3,1,0,70,70,3,10,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
11/03/2019,680,314,0,-0.769414827,0.638749422,1.8,0,25,5,"Ibis, Straw-Necked",136,0.224422442,0.181557153,0.26179967,52,99,151,5,1,37,99,136,5,9,2,0,0,0,0,1,5,0,0,0,0,0,8,15,0,15,0,0,10,0,0,0,0,0
12/03/2019,681,315,0,-0.758305808,0.651898996,1.8,0,30.55,1,"Ibis, Straw-Necked",40,0.066006601,0.184632051,0.25501108,0,40,40,1,1,0,40,40,1,6,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
13/03/2019,682,316,0,-0.746972088,0.664855398,1,0,24,4,"Ibis, Straw-Necked",103,0.169966997,0.187458972,0.24818692,58,78,136,9,1,53,50,103,2,4,2,0,0,0,0,4,5,5,0,5,0,0,8,0,28,28,2,2,10,0,0,0,0,0
14/03/2019,683,317,0,-0.735417023,0.677614789,0,0,27.7,5,"Ibis, Straw-Necked",83,0.136963696,0.190024998,0.241335279,29,83,112,19,1,0,83,83,5,10,2,0,0,0,0,0,5,14,0,14,0,0,8,11,0,11,0,0,10,4,0,4,0,0
15/03/2019,684,318,0,-0.723644038,0.690173388,2,2,21,6,"Ibis, Straw-Necked",93,0.153465347,0.192318288,0.234464278,40,68,108,15,1,25,68,93,6,11,2,0,0,0,0,0,5,9,0,9,0,0,8,0,0,0,0,0,10,6,0,6,0,0
16/03/2019,685,319,0,-0.711656622,0.702527474,62.4,60.4,23.7,3,"Ibis, Straw-Necked",47,0.077557756,0.194328164,0.227582059,0,47,47,3,1,0,47,47,3,9,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
17/03/2019,686,320,0,-0.699458327,0.714673386,82,19.6,24.4,5,"Ibis, Straw-Necked",35,0.057755776,0.196045196,0.220696781,94,50,144,49,1,0,35,35,4,4,2,0,15,15,1,1,5,44,0,44,0,0,8,0,0,0,0,0,10,50,0,50,0,0
18/03/2019,687,321,0,-0.687052767,0.726607525,92.2,10.2,26,1,"Ibis, Straw-Necked",15,0.024752475,0.197461275,0.213816602,29,10,39,1,1,5,10,15,1,4,2,4,0,4,0,3,5,0,0,0,0,0,8,0,0,0,0,0,10,20,0,20,0,0
19/03/2019,688,322,0,-0.674443619,0.738326354,102.2,10,21,1,"Ibis, Straw-Necked",2,0.00330033,0.198569675,0.206949678,8,1,9,1,1,1,1,2,1,4,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,7,0,7,0,0
20/03/2019,689,323,0,-0.661634618,0.749826401,100.2,0,26.85,0,"Ibis, Straw-Necked",0,0,0.19936511,0.200104147,17,0,17,12,1,0,0,0,0,3,2,0,0,0,0,0,5,12,0,12,0,0,8,0,0,0,0,0,10,5,0,5,0,0
21/03/2019,690,324,0,-0.648629561,0.761104259,40.8,1,24,1,"Ibis, Straw-Necked",29,0.047854785,0.199843772,0.193288123,12,20,32,3,1,9,20,29,1,2,2,0,0,0,0,0,5,2,0,2,0,0,8,0,0,0,0,0,10,1,0,1,0,0
22/03/2019,691,325,0,-0.635432301,0.772156584,40.2,19,24,3,"Ibis, Straw-Necked",44,0.072607261,0.200003362,0.186509684,40,41,81,24,1,3,41,44,3,4,2,0,0,0,0,1,5,21,0,21,0,0,8,0,0,0,0,0,10,16,0,16,0,0
23/03/2019,692,326,0,-0.622046748,0.782980104,30,0,28.9,5,"Ibis, Straw-Necked",98,0.161716172,0.199843112,0.179776863,0,119,119,25,1,0,98,98,4,8,2,0,0,0,0,1,5,0,21,21,1,1,8,0,0,0,0,0,10,0,0,0,0,0
24/03/2019,693,327,0,-0.60847687,0.793571609,20,0,22,0,"Ibis, Straw-Necked",0,0,0.199363785,0.173097641,20,0,20,8,1,0,0,0,0,2,2,0,0,0,0,0,5,8,0,8,0,0,8,12,0,12,0,0,10,0,0,0,0,0
25/03/2019,694,328,0,-0.594726687,0.803927962,20,0,27.95,1,"Ibis, Straw-Necked",41,0.067656766,0.198567673,0.166479933,9,40,49,2,1,1,40,41,1,3,2,0,0,0,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,7,0,7,0,0
26/03/2019,695,329,0,-0.580800273,0.814046094,19,0,28.15,1,"Ibis, Straw-Necked",67,0.110561056,0.197458579,0.159931583,44,31,75,9,1,36,31,67,1,2,2,0,0,0,0,0,5,8,0,8,0,0,8,0,0,0,0,0,10,0,0,0,0,0
27/03/2019,696,330,0,-0.566701756,0.823923006,0,0,22,4,"Ibis, Straw-Necked",58,0.095709571,0.196041784,0.153460352,22,43,65,4,1,15,43,58,4,6,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,7,0,7,0,0
28/03/2019,697,331,0,-0.552435313,0.833555772,3,3,20,8,"Ibis, Straw-Necked",93,0.153465347,0.194324008,0.14707391,0,105,105,8,1,0,93,93,7,13,2,0,12,12,1,2,5,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0
29/03/2019,698,332,0,-0.538005172,0.842941537,23,20,20,1,"Ibis, Straw-Necked",74,0.122112211,0.192313352,0.140779826,66,35,101,1,1,39,35,74,1,4,2,2,0,2,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,25,0,25,0,0
30/03/2019,699,333,0,-0.523415607,0.852077521,43,20,20,6,"Ibis, Straw-Necked",98,0.161716172,0.190019242,0.134585559,53,92,145,41,1,6,92,98,6,8,2,12,0,12,0,3,5,35,0,35,0,1,8,0,0,0,0,0,10,0,0,0,0,0
31/03/2019,700,334,0,-0.508670944,0.860961016,48,5,15,8,"Ibis, Straw-Necked",17,0.028052805,0.187452349,0.128498452,39,42,81,66,1,5,12,17,6,14,2,0,0,0,0,0,5,30,30,60,2,2,8,0,0,0,0,0,10,4,0,4,0,1
01/04/2019,701,335,0,-0.49377555,0.869589389,48,0,16,1,"Ibis, Straw-Necked",5,0.008250825,0.184624506,0.122525718,1,4,5,1,1,1,4,5,1,7,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
02/04/2019,702,336,0,-0.47873384,0.877960085,46,1,20,1,"Ibis, Straw-Necked",10,0.01650165,0.181548624,0.116674436,1,10,11,2,1,0,10,10,1,6,2,0,0,0,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,0,0,0,0,0
03/04/2019,703,337,0,-0.463550271,0.886070622,41.2,15.2,22.6,1,"Ibis, Straw-Necked",15,0.024752475,0.178238586,0.110951541,0,15,15,1,1,0,15,15,1,7,2,0,0,0,0,6,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
04/04/2019,704,338,0,-0.448229342,0.893918597,27.2,6,18,1,"Ibis, Straw-Necked",3,0.004950495,0.174709146,0.105363817,61,2,63,49,1,1,2,3,1,11,2,9,0,9,0,3,5,48,0,48,0,0,8,0,0,0,0,0,10,3,0,3,0,0
05/04/2019,705,339,0,-0.432775593,0.901501684,23.2,1,18,1,"Ibis, Straw-Necked",31,0.051155116,0.170975823,0.099917885,130,30,160,41,1,1,30,31,1,9,2,85,0,85,0,5,5,40,0,40,0,0,8,0,0,0,0,0,10,4,0,4,0,1
06/04/2019,706,340,0,-0.417193603,0.908817637,24.2,1,18,1,"Ibis, Straw-Necked",36,0.059405941,0.167054781,0.094620201,49,18,67,2,1,18,18,36,1,10,2,0,0,0,0,2,5,1,0,1,0,0,8,0,0,0,0,0,10,30,0,30,0,0
07/04/2019,707,341,0,-0.401487989,0.915864288,23.2,0,18,0,"Ibis, Straw-Necked",0,0,0.162962718,0.089477042,30,0,30,2,1,0,0,0,0,1,2,3,0,3,0,0,5,2,0,2,0,0,8,0,0,0,0,0,10,25,0,25,0,0
08/04/2019,708,342,0,-0.385663406,0.922639549,8,0,18,0,"Ibis, Straw-Necked",2,0.00330033,0.158716747,0.084494505,10,0,10,0,1,2,0,2,0,1,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,8,0,8,0,0
09/04/2019,709,343,0,-0.369724543,0.929141411,2,0,18,3,"Ibis, Straw-Necked",29,0.047854785,0.154334275,0.079678495,60,23,83,3,1,21,8,29,2,10,2,2,0,2,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,37,15,52,1,1
10/04/2019,710,344,0,-0.353676122,0.935367949,1,0,18,0,"Ibis, Straw-Necked",5,0.008250825,0.149832891,0.07503472,30,0,30,0,1,5,0,5,0,2,2,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,10,25,0,25,0,0
11/04/2019,711,345,0,-0.3375229,0.941317318,0,0,20,0,"Ibis, Straw-Necked",0,0,0.145230245,0.070568683,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
12/04/2019,712,346,0,-0.321269662,0.946987753,0,0,16,0,"Ibis, Straw-Necked",0,0,0.140543938,0.066285678,41,0,41,0,1,0,0,0,0,2,2,1,0,1,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,40,0,40,0,0
13/04/2019,713,347,0,-0.304921225,0.952377576,2,2,16,0,"Ibis, Straw-Necked",0,0,0.135791411,0.062190781,49,0,49,0,1,0,0,0,0,1,2,19,0,19,0,4,5,0,0,0,0,0,8,0,0,0,0,0,10,30,0,30,0,0
14/04/2019,714,348,0,-0.288482433,0.957485188,3,1,17,0,"Ibis, Straw-Necked",0,0,0.130989844,0.058288846,31,0,31,5,1,0,0,0,0,3,2,15,0,15,0,2,5,5,0,5,0,0,8,2,0,2,0,0,10,9,0,9,0,0
15/04/2019,715,349,0,-0.271958158,0.962309077,3,0,17,3,"Ibis, Straw-Necked",12,0.01980198,0.126156049,0.054584496,35,47,82,3,1,0,12,12,1,2,2,10,35,45,2,6,5,0,0,0,0,0,8,0,0,0,0,0,10,25,0,25,0,0
16/04/2019,716,350,0,-0.255353295,0.966847814,3,0,17,0,"Ibis, Straw-Necked",3,0.004950495,0.121306388,0.051082122,8,0,8,0,1,3,0,3,0,7,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,5,0,5,0,0
17/04/2019,717,351,0,-0.238672766,0.971100052,3,0,18,0,"Ibis, Straw-Necked",0,0,0.116456678,0.047785876,38,0,38,1,1,0,0,0,0,3,2,5,0,5,0,1,5,1,0,1,0,0,8,0,0,0,0,0,10,32,0,32,0,0
18/04/2019,718,352,0,-0.221921513,0.975064532,1,0,17,0,"Ibis, Straw-Necked",0,0,0.111622117,0.044699663,12,0,12,0,1,0,0,0,0,4,2,2,0,2,0,0,5,0,0,0,0,0,8,4,0,4,0,0,10,6,0,6,0,0
19/04/2019,719,353,0,-0.2051045,0.97874008,3,3,18,0,"Ibis, Straw-Necked",0,0,0.106817214,0.041827142,18,0,18,15,1,0,0,0,0,3,2,0,0,0,0,0,5,15,0,15,0,0,8,0,0,0,0,0,10,3,0,3,0,0
20/04/2019,720,354,0,-0.18822671,0.982125606,12,9,20,3,"Ibis, Straw-Necked",16,0.02640264,0.102055725,0.039171718,31,41,72,4,1,0,16,16,1,4,2,0,25,25,2,3,5,1,0,1,0,0,8,0,0,0,0,0,10,30,0,30,0,0
21/04/2019,721,355,0,-0.171293144,0.985220107,12,0,20,1,"Ibis, Straw-Necked",4,0.00660066,0.0973506,0.036736536,0,4,4,1,1,0,4,4,1,8,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
22/04/2019,722,356,0,-0.154308821,0.988022666,14,2,19,2,"Ibis, Straw-Necked",5,0.008250825,0.092713936,0.034524485,36,29,65,2,1,3,2,5,1,12,2,29,27,56,1,2,5,0,0,0,0,0,8,0,0,0,0,0,10,4,0,4,0,0
23/04/2019,723,357,0,-0.137278772,0.990532452,17,3,20,1,"Ibis, Straw-Necked",8,0.01320132,0.088156947,0.032538185,43,7,50,3,1,1,7,8,1,4,2,10,0,10,0,3,5,2,0,2,0,1,8,0,0,0,0,0,10,30,0,30,0,1
24/04/2019,724,358,0,-0.120208045,0.992748722,15,1,19,1,"Ibis, Straw-Necked",0,0,0.083689928,0.03077999,36,20,56,2,1,0,0,0,0,0,2,0,20,20,1,5,5,1,0,1,0,0,8,0,0,0,0,0,10,35,0,35,0,0
25/04/2019,725,359,0,-0.103101697,0.99467082,7,1,20,0,"Ibis, Straw-Necked",4,0.00660066,0.079322242,0.029251984,47,0,47,0,1,4,0,4,0,5,2,8,0,8,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,35,0,35,0,0
26/04/2019,726,360,0,-0.085964799,0.996298175,7,0,18,0,"Ibis, Straw-Necked",0,0,0.075062305,0.027955979,44,0,44,2,1,0,0,0,0,7,2,13,0,13,0,0,5,2,0,2,0,0,8,0,0,0,0,0,10,29,0,29,0,1
27/04/2019,727,361,0,-0.068802427,0.997630305,5,0,19,0,"Ibis, Straw-Necked",0,0,0.070917586,0.02689351,7,0,7,1,1,0,0,0,0,2,2,0,0,0,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,6,0,6,0,0
28/04/2019,728,362,0,-0.051619667,0.998666816,2,0,22.6,0,"Ibis, Straw-Necked",0,0,0.066894609,0.026065836,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
29/04/2019,729,363,0,-0.034421612,0.999407401,1,0,21.3,1,"Ibis, Straw-Necked",40,0.066006601,0.062998967,0.025473939,36,20,56,1,1,20,20,40,1,8,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,16,0,16,0,0
30/04/2019,730,364,0,-0.017213356,0.999851839,0.6,0.6,20.75,0,"Ibis, Straw-Necked",0,0,0.059235338,0.02511852,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
01/05/2019,731,0,0,0,1,2.6,2,23,0,"Ibis, Straw-Necked",0,0,0.152920515,0.021089728,2,0,2,1,1,0,0,0,0,2,2,0,0,0,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,1,0,1,0,0
02/05/2019,732,1,0,0.017213356,0.999851839,8.4,5.8,22.05,0,"Ibis, Straw-Necked",0,0,0.157861533,0.023463444,9,0,9,0,1,0,0,0,0,4,2,8,0,8,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,1,0,1,0,0
03/05/2019,733,2,0,0.034421612,0.999407401,9.4,1,19,1,"Ibis, Straw-Necked",15,0.024752475,0.162897029,0.02605523,61,10,71,1,1,15,0,15,0,5,2,11,10,21,1,3,5,0,0,0,0,0,8,0,0,0,0,0,10,35,0,35,0,0
04/05/2019,734,3,0,0.051619667,0.998666816,11.4,2,21,3,"Ibis, Straw-Necked",65,0.107260726,0.168025924,0.028878061,10,80,90,17,1,0,65,65,2,9,2,0,0,0,0,1,5,0,15,15,1,1,8,0,0,0,0,0,10,10,0,10,0,0
05/05/2019,735,4,0,0.068802427,0.997630305,14.8,4,12,2,"Ibis, Straw-Necked",23,0.037953795,0.173246992,0.031944762,11,61,72,2,1,2,21,23,1,6,2,0,40,40,1,2,5,0,0,0,0,0,8,0,0,0,0,0,10,9,0,9,0,0
06/05/2019,736,5,0,0.085964799,0.996298175,13,0.2,12,1,"Ibis, Straw-Necked",6,0.00990099,0.178558857,0.035267876,1,6,7,1,1,0,6,6,1,2,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,1,0,1,0,0
07/05/2019,737,6,0,0.103101697,0.99467082,7.2,0,12,1,"Ibis, Straw-Necked",0,0,0.183959988,0.03885952,16,10,26,26,1,0,0,0,0,4,2,0,0,0,0,1,5,16,10,26,1,3,8,0,0,0,0,0,10,0,0,0,0,3
08/05/2019,738,7,0,0.120208045,0.992748722,6.2,0,14,0,"Ibis, Straw-Necked",3,0.004950495,0.189448701,0.042731238,19,0,19,10,1,3,0,3,0,5,2,0,0,0,0,0,5,10,0,10,0,0,8,0,0,0,0,0,10,6,0,6,0,0
09/05/2019,739,8,0,0.137278772,0.990532452,4.2,0,15,0,"Ibis, Straw-Necked",1,0.001650165,0.195023152,0.046893842,27,0,27,5,1,1,0,1,0,7,2,1,0,1,0,1,5,5,0,5,0,0,8,0,0,0,0,0,10,20,0,20,0,0
10/05/2019,740,9,0,0.154308821,0.988022666,0.2,0,19,1,"Ibis, Straw-Necked",0,0,0.20068134,0.051357254,45,4,49,1,1,0,0,0,0,5,2,10,4,14,1,2,5,0,0,0,0,0,8,0,0,0,0,0,10,35,0,35,0,0
11/05/2019,741,10,0,0.171293144,0.985220107,8,8,14,3,"Ibis, Straw-Necked",7,0.011551155,0.206421104,0.056130344,47,32,79,5,1,0,7,7,2,8,2,0,25,25,1,3,5,2,0,2,0,0,8,0,0,0,0,0,10,45,0,45,0,1
12/05/2019,742,11,0,0.18822671,0.982125606,8,0,17.85,1,"Ibis, Straw-Necked",14,0.02310231,0.212240121,0.061220769,66,14,80,1,1,0,14,14,1,7,2,3,0,3,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,63,0,63,0,0
13/05/2019,743,12,0,0.2051045,0.97874008,9.8,1.8,20.6,2,"Ibis, Straw-Necked",51,0.084158416,0.218135903,0.066634814,51,40,91,2,1,26,25,51,1,6,2,15,15,30,1,2,5,0,0,0,0,0,8,0,0,0,0,0,10,10,0,10,0,0
14/05/2019,744,13,0,0.221921513,0.975064532,12.8,3,17,4,"Ibis, Straw-Necked",19,0.031353135,0.224105804,0.072377244,49,19,68,4,1,0,19,19,4,13,2,6,0,6,0,0,5,0,0,0,0,0,8,1,0,1,0,0,10,42,0,42,0,0
15/05/2019,745,14,0,0.238672766,0.971100052,15.8,3,18,2,"Ibis, Straw-Necked",10,0.01650165,0.23014701,0.078451158,38,12,50,2,1,3,7,10,1,2,2,35,5,40,1,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
16/05/2019,746,15,0,0.255353295,0.966847814,17.8,10,17,0,"Ibis, Straw-Necked",1,0.001650165,0.236256547,0.08485786,24,0,24,0,1,1,0,1,0,2,2,20,0,20,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,3,0,3,0,0
17/05/2019,747,16,0,0.271958158,0.962309077,22.8,5,20.3,0,"Ibis, Straw-Necked",0,0,0.242431277,0.091596743,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
18/05/2019,748,17,0,0.288482433,0.957485188,21.6,0.6,19.6,0,"Ibis, Straw-Necked",0,0,0.248667902,0.09866519,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
19/05/2019,749,18,0,0.304921225,0.952377576,21.8,3.2,20.4,0,"Ibis, Straw-Necked",0,0,0.25496296,0.106058495,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
20/05/2019,750,19,0,0.321269662,0.946987753,20.2,1.4,19.45,0,"Ibis, Straw-Necked",0,0,0.261312832,0.113769802,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
21/05/2019,751,20,0,0.3375229,0.941317318,16.6,6.4,21.15,0,"Ibis, Straw-Necked",0,0,0.267713741,0.121790078,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
22/05/2019,752,21,0,0.353676122,0.935367949,11.6,0,19.15,0,"Ibis, Straw-Necked",0,0,0.274161755,0.130108097,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
23/05/2019,753,22,0,0.369724543,0.929141411,11,0,19.25,0,"Ibis, Straw-Necked",0,0,0.280652789,0.138710462,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
24/05/2019,754,23,0,0.385663406,0.922639549,7.8,0,19.55,0,"Ibis, Straw-Necked",0,0,0.287182608,0.147581648,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
25/05/2019,755,24,0,0.401487989,0.915864288,6.4,0,19.3,0,"Ibis, Straw-Necked",0,0,0.293746831,0.156704073,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
26/05/2019,756,25,0,0.417193603,0.908817637,0,0,20.5,0,"Ibis, Straw-Necked",0,0,0.300340935,0.166058195,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
27/05/2019,757,26,0,0.432775593,0.901501684,0,0,20.1,0,"Ibis, Straw-Necked",0,0,0.306960255,0.175622636,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
28/05/2019,758,27,0,0.448229342,0.893918597,0,0,16.7,0,"Ibis, Straw-Necked",0,0,0.313599997,0.185374327,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
29/05/2019,759,28,0,0.463550271,0.886070622,0,0,15.5,0,"Ibis, Straw-Necked",0,0,0.320255232,0.195288681,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
30/05/2019,760,29,0,0.47873384,0.877960085,0,0,15.7,0,"Ibis, Straw-Necked",0,0,0.326920911,0.205339781,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
31/05/2019,761,30,0,0.49377555,0.869589389,0,0,14.3,0,"Ibis, Straw-Necked",0,0,0.333591863,0.215500585,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,606,,,,,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
